Food_code,Protein,Total Fat,Carbohydrate,"Sugars, total","Fiber, total dietary",Calcium,Iron,Sodium,Vitamin D (D2 + D3),Cholesterol,"Fatty acids, total saturated",Potassium,Energy,Main_food_description,catnumb,catname,novaclass,macroclass
57301500,13.0,2.5,79.4,3.2,8.0,38.0,3.0,10.0,0.0,0.0,0.509,280.0,336.0,"Kashi, Puffed",4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",4,Other
57301505,12.0,1.4,79.0,12.4,11.2,0.0,3.1,3.0,0.0,0.0,0.3,342.0,338.0,Kashi Autumn Wheat,4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",4,Other
57301510,26.1,1.9,58.0,12.0,19.6,140.0,5.0,165.0,0.0,0.0,0.4,926.0,284.0,Kashi GOLEAN,4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",4,Other
57301511,18.3,5.7,69.0,23.0,16.0,97.0,3.2,190.0,0.0,0.0,0.46,578.0,373.0,Kashi GOLEAN Crunch,4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57301512,16.6,8.3,67.0,23.0,16.2,101.0,3.0,261.0,0.0,0.0,0.7,486.0,381.0,Kashi GOLEAN Crunch Honey Almond Flax,4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57301520,9.4,3.2,79.3,18.8,21.7,26.0,4.1,204.0,0.0,0.0,0.5,366.0,299.0,Kashi Good Friends,4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",4,Other
57301530,12.0,4.9,76.4,17.7,13.4,42.0,5.5,253.0,0.0,0.0,0.9,286.0,357.0,Kashi Heart to Heart Honey Toasted Oat,4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",4,Other
57302100,6.41,3.44,83.85,20.27,3.4,10.0,29.0,825.0,0.0,0.0,1.584,268.0,381.0,King Vitaman,4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",4,Other
57303100,7.69,3.46,82.82,9.76,8.9,570.0,32.0,633.0,3.3,0.0,0.576,200.0,367.0,Kix,4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",4,Other
57304100,9.97,4.42,77.69,19.43,6.6,318.0,28.69,513.0,0.0,0.0,0.833,283.0,374.0,Life (plain and cinnamon),4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",4,Other
57305100,7.41,3.7,81.48,37.04,5.6,370.0,16.67,630.0,3.7,0.0,0.615,185.0,407.0,Lucky Charms,4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57305150,7.1,3.5,84.1,43.5,4.3,71.0,15.87,500.0,3.6,0.0,0.62,207.0,388.0,Frosted oat cereal with marshmallows,4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57305170,3.7,2.6,89.5,46.5,1.8,406.0,19.5,450.0,4.5,1.0,0.464,195.0,396.0,Malt-O-Meal Coco-Roos,4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57305180,4.0,0.34,93.7,43.6,1.8,5.0,6.56,871.0,3.5,1.0,0.165,59.0,394.0,Malt-O-Meal Corn Bursts,4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57305200,6.84,0.96,85.24,10.9,0.8,7.0,34.4,561.0,3.8,0.0,0.216,88.0,381.0,Malt-O-Meal Crispy Rice,4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",4,Other
57305210,5.0,0.4,90.9,37.4,1.9,0.0,14.33,573.0,4.3,0.0,0.13,67.0,387.0,Malt-O-Meal Frosted Flakes,4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57305300,3.9,3.15,90.1,42.6,1.0,3.0,7.62,630.0,4.9,1.0,0.64,76.0,404.0,Malt-O-Meal Fruity Dyno-Bites,4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57305500,7.14,5.36,78.57,32.14,7.1,357.0,16.07,571.0,3.6,0.0,0.0,411.0,393.0,Malt-O-Meal Honey and Nut Toasty O's,4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57305600,7.2,3.6,83.3,42.8,4.6,457.0,19.3,667.0,4.4,1.0,0.719,197.0,394.0,Malt-O-Meal Marshmallow Mateys,4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57306100,7.01,0.9,87.78,0.0,1.4,9.0,2.86,5.0,0.0,0.0,0.325,116.0,383.0,Malt-O-Meal Puffed Rice,4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",4,Other
57306120,16.26,2.15,76.39,1.37,9.4,24.0,4.41,5.0,0.0,0.0,0.413,364.0,366.0,Malt-O-Meal Puffed Wheat,4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",4,Other
57306500,6.4,1.8,89.0,56.0,3.7,24.0,1.3,186.0,3.7,0.0,0.3,151.0,386.0,Malt-O-Meal Golden Puffs (formerly Sugar Puffs),4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57306700,11.33,5.9,74.68,4.02,10.1,408.0,31.77,571.0,3.6,0.0,0.954,609.0,367.0,Malt-O-Meal Toasted Oat Cereal,4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",4,Other
57306800,5.0,3.29,87.9,45.7,2.5,407.0,15.5,464.0,3.7,1.0,0.687,131.0,401.0,Malt-O-meal Tootie Fruities,4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57307010,8.3,10.5,76.9,24.5,6.0,45.0,3.46,279.0,1.9,0.0,3.5,298.0,422.0,"Maple Pecan Crunch Cereal, Post",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57307150,5.79,5.02,84.27,47.27,4.2,87.0,15.0,640.0,0.0,0.0,1.25,139.0,396.0,"Marshmallow Safari, Quaker",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57307500,13.0,3.4,80.0,0.55,2.7,8.0,2.81,5.0,0.0,0.0,0.67,40.0,354.0,"Millet, puffed",4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",4,Other
57307600,5.7,6.9,83.0,11.0,3.4,24.0,6.0,386.0,3.3,0.0,1.1,151.0,406.0,"Mini-Swirlz Cinnamon Bun Cereal, Kellogg's",4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",4,Other
57308150,9.45,5.75,74.6,28.6,7.9,101.0,5.63,160.0,0.2,0.0,0.757,478.0,368.0,"Mueslix cereal, NFS",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57308190,9.7,4.9,77.8,31.0,7.3,0.0,8.75,231.0,0.0,0.0,0.805,486.0,340.0,"Muesli, dried fruit and nuts (formerly Muesli with raisins, dates, and almonds)",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57308300,8.51,3.19,82.98,21.28,12.8,213.0,34.47,574.0,2.1,0.0,0.716,383.0,340.0,Multi Bran Chex,4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57308400,6.9,3.45,79.31,20.69,10.3,345.0,62.07,552.0,3.5,0.0,0.531,293.0,379.0,MultiGrain Cheerios,4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",4,Other
57308900,10.6,6.75,70.34,12.76,8.5,58.0,3.3,65.0,0.3,0.0,0.887,418.0,372.0,"Natural Muesli, Jenny's Cuisine",4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",4,Other
57309100,8.0,4.6,80.0,33.41,5.0,36.0,2.0,376.0,0.0,0.0,0.85,279.0,386.0,"Nature Valley Granola, with fruit and nuts",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57311700,11.33,5.9,74.68,4.02,10.1,408.0,31.77,571.0,3.6,0.0,0.954,609.0,367.0,Nu System Cuisine Toasted Grain Circles,4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",4,Other
57316200,12.48,1.85,80.1,12.61,8.8,39.0,38.06,507.0,1.7,0.0,0.305,400.0,359.0,"Nutty Nuggets, Ralston Purina",4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",4,Other
57316300,10.0,3.0,78.0,22.0,8.0,80.0,2.88,380.0,0.0,0.0,1.0,340.0,380.0,"Oat Bran Flakes, Health Valley",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57316410,7.27,3.64,84.0,34.55,7.3,36.0,8.18,491.0,0.0,0.0,0.91,309.0,382.0,"Oatmeal Crisp, Apple Cinnamon (formerly Oatmeal Crisp with Apples)",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57316450,9.8,6.7,78.9,26.8,8.1,33.0,15.0,207.0,0.0,0.0,1.1,322.0,393.0,Oatmeal Crisp with Almonds,4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57316500,8.06,4.03,82.26,32.26,8.1,32.0,14.52,194.0,0.0,0.0,0.804,339.0,387.0,"Oatmeal Crisp, Raisin (formerly Oatmeal Raisin Crisp)",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57316710,4.01,7.48,83.69,43.4,2.0,10.0,21.99,612.0,0.0,0.0,5.575,163.0,412.0,"Oh's, Honey Graham",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57316750,4.87,3.5,87.21,43.25,2.6,9.0,15.01,491.0,0.0,0.0,0.92,189.0,392.0,"Oh's, Fruitangy, Quaker",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57318000,12.7,2.1,78.2,24.4,28.6,76.0,27.93,417.0,0.0,0.0,0.3,947.0,287.0,100% Bran,4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57319000,10.55,11.62,73.65,20.34,10.2,109.0,2.81,50.0,0.0,2.0,1.265,483.0,421.0,"100% Natural Cereal, plain, Quaker",4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",4,Other
57319500,11.77,18.02,67.2,20.42,5.2,86.0,4.35,33.0,0.0,0.0,2.22,388.0,467.0,"Sun Country 100% Natural Granola, with Almonds",4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",4,Other
57320500,9.66,10.38,74.67,24.63,9.4,101.0,2.69,54.0,0.0,2.0,1.146,501.0,412.0,"100 % Natural Cereal, with oats, honey and raisins, Quaker",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57321500,8.42,5.52,80.57,25.65,9.6,65.0,2.58,234.0,0.0,1.0,0.97,431.0,388.0,"100 % Natural Wholegrain Cereal with raisins, lowfat, Quaker",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57321700,14.55,4.55,73.37,29.09,18.2,455.0,4.91,418.0,0.0,0.0,0.0,751.0,345.0,"Optimum, Nature's Path",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57321800,16.36,4.55,69.09,18.18,20.0,455.0,4.91,527.0,0.0,0.0,0.0,956.0,327.0,"Optimum Slim, Nature's Path",4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",4,Other
57322500,4.8,8.8,81.9,47.0,5.5,19.0,6.67,475.0,0.0,0.0,1.6,183.0,415.0,"Oreo O's cereal, Post",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57323000,4.51,6.08,85.03,43.36,2.3,9.0,18.35,740.0,0.0,0.0,4.442,187.0,406.0,"Sweet Crunch, Quaker (formerly called Popeye)",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57323050,6.76,1.93,87.99,47.47,3.4,10.0,1.9,236.0,0.0,0.0,0.36,148.0,391.0,"Sweet Puffs, Quaker",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57325000,7.7,1.4,83.0,13.3,3.3,16.0,60.3,690.0,3.3,0.0,0.3,167.0,333.0,Product 19,4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",4,Other
57327450,12.38,5.11,74.89,16.34,9.9,191.0,29.95,364.0,0.0,0.0,0.91,438.0,372.0,Quaker Oat Bran Cereal,4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",4,Other
57327500,11.38,4.83,77.77,16.62,8.3,203.0,29.3,345.0,0.0,0.0,0.873,363.0,379.0,Quaker Oatmeal Squares (formerly Quaker Oat Squares),4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",4,Other
57328000,4.51,6.08,85.03,43.36,2.3,9.0,18.35,740.0,0.0,0.0,4.442,187.0,406.0,Quisp,4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57329000,8.44,2.07,77.54,30.45,11.8,48.0,14.15,425.0,1.7,0.0,0.343,560.0,316.0,"Raisin bran, NFS",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57330000,8.59,2.19,77.36,29.9,11.1,47.0,12.77,425.0,1.7,0.0,0.353,567.0,314.0,"Raisin Bran, Kellogg's",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57330010,6.1,1.9,84.9,37.7,7.6,35.0,8.5,394.0,1.9,0.0,0.4,401.0,354.0,"Raisin Bran Crunch, Kellogg's",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57331000,8.0,1.7,78.1,32.1,13.7,52.0,18.3,424.0,1.7,0.0,0.314,539.0,320.0,"Raisin Bran, Post",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57332050,5.66,1.89,76.36,32.08,9.4,1887.0,33.96,434.0,4.7,0.0,0.297,528.0,302.0,"Raisin Bran, Total",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57332100,6.12,6.12,79.59,28.57,10.2,41.0,9.18,469.0,0.0,0.0,1.02,347.0,367.0,Raisin Nut Bran,4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57335550,6.9,10.34,75.86,34.48,3.4,345.0,15.52,586.0,3.3,0.0,1.67,224.0,433.0,Reese's Peanut Butter Puffs cereal,4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57336000,7.41,1.0,85.19,7.41,3.7,370.0,33.33,889.0,3.7,0.0,0.22,167.0,370.0,Rice Chex,4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",4,Other
57337000,6.69,1.26,86.22,7.65,0.7,5.0,32.73,763.0,3.0,0.0,0.36,110.0,364.0,"Rice Flakes, NFS",4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",4,Other
57339000,6.84,0.96,85.24,10.9,0.8,7.0,34.4,561.0,3.8,0.0,0.216,88.0,381.0,"Rice Krispies, Kellogg's",4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",4,Other
57339100,5.5,1.0,88.0,31.0,0.3,8.0,18.0,726.0,3.3,0.0,0.3,101.0,382.0,"Rice Krispies with Real Strawberries, Kellogg's",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57339500,4.8,4.6,84.7,31.0,0.2,10.0,6.2,554.0,3.4,0.0,0.9,77.0,399.0,"Rice Krispies Treats Cereal, Kellogg's",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57340000,7.01,0.9,87.78,0.0,1.4,9.0,2.86,5.0,0.0,0.0,0.325,116.0,383.0,"Rice, puffed",4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",4,Other
57341000,10.9,2.1,82.4,0.9,14.0,44.0,3.9,3.0,0.0,0.0,0.4,391.0,344.0,Shredded Wheat'N Bran,4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",4,Other
57341200,7.0,1.41,86.0,28.0,5.4,24.0,36.0,550.0,2.0,0.0,0.27,180.0,365.0,"Smart Start Strong Heart Antioxidants Cereal, Kellogg's",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57342010,4.9,6.9,83.0,43.0,2.5,22.0,15.0,456.0,3.3,1.0,1.8,97.0,406.0,"Smorz, Kellogg's",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57344000,18.3,1.6,74.1,12.1,8.5,25.0,28.0,658.0,0.0,0.0,0.4,66.0,365.0,Special K,4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",4,Other
57344005,6.5,7.3,81.0,29.9,7.2,18.0,26.2,579.0,6.1,0.0,6.3,268.0,393.0,Special K Chocolatey Delight,4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57344010,6.2,1.2,86.3,30.4,8.0,18.0,26.1,613.0,0.0,0.0,0.2,223.0,359.0,Special K Red Berries,4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57344015,7.0,2.9,85.4,32.8,6.5,27.0,25.3,456.0,3.1,0.0,1.4,184.0,373.0,Special K Fruit & Yogurt,4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57344020,7.7,4.2,83.1,30.4,6.9,32.0,27.8,568.0,6.3,0.0,0.4,249.0,378.0,Special K Vanilla Almond,4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57344025,7.5,6.0,81.3,24.2,8.2,30.0,27.0,649.0,3.3,0.0,0.7,264.0,384.0,"Special K Cinnamon Pecan, Kellogg's",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57346500,9.01,4.07,81.24,25.03,5.5,337.0,17.64,465.0,0.0,0.0,1.245,227.0,384.0,"Oatmeal Honey Nut Heaven, Quaker (formerly Toasted Oatmeal, Honey Nut)",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57347000,4.6,1.3,90.4,32.1,9.0,11.0,5.6,387.0,4.0,0.0,0.4,148.0,389.0,Corn Pops,4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57348000,4.34,0.26,90.86,38.72,1.8,3.0,23.41,462.0,3.2,0.0,0.069,73.0,367.0,"Frosted corn flakes, NFS",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57349000,4.34,0.26,90.86,38.72,1.8,3.0,23.41,462.0,3.2,0.0,0.069,73.0,367.0,"Frosted Flakes, Kellogg's",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57349020,6.0,0.3,89.0,24.2,0.9,0.0,14.5,570.0,3.2,0.0,0.0,140.0,379.0,"Reduced Sugar Frosted Flakes Cereal, Kellogg's",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57355000,5.8,1.3,90.7,50.9,2.8,15.0,6.7,94.0,7.4,0.0,0.2,176.0,390.0,Golden Crisp (Formerly called Super Golden Crisp),4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57401100,11.83,5.97,74.22,4.64,10.7,357.0,30.0,853.0,3.3,0.0,1.023,307.0,398.0,Toasted oat cereal,4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",4,Other
57403100,6.7,0.1,86.7,6.5,4.5,3.0,19.29,714.0,3.6,0.0,0.0,117.0,360.0,"Toasties, Post",4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",4,Other
57404100,13.1,5.92,74.6,3.9,10.7,406.0,32.7,897.0,2.8,1.0,1.23,317.0,404.0,Malt-O-Meal Toasty O's,4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",4,Other
57404200,7.1,5.69,82.5,41.2,5.0,417.0,16.8,540.0,3.6,1.0,0.93,200.0,410.0,Malt-O-Meal Apple and Cinnamon Toasty O's,4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57406100,6.67,1.67,76.67,16.67,10.0,3333.0,60.0,633.0,8.3,0.0,0.406,300.0,333.0,Total,4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",4,Other
57406105,6.9,1.72,78.0,27.59,6.9,1724.0,31.03,328.0,4.3,0.0,0.414,241.0,328.0,Total Cranberry Crunch,4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57407100,3.13,4.69,84.38,31.25,3.1,313.0,14.06,563.0,3.1,0.0,0.67,156.0,375.0,Trix,4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57407110,4.76,4.76,85.49,28.57,4.8,381.0,17.14,524.0,2.9,0.0,0.67,190.0,400.0,"Trix, reduced sugar",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57408100,15.98,11.6,65.78,1.56,20.3,95.0,4.03,206.0,0.0,0.0,1.32,446.0,431.0,Uncle Sam Cereal (formerly Uncle Sam's Hi Fiber Cereal),4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",4,Other
57409100,6.0,9.8,79.9,35.45,1.8,20.0,6.0,432.0,3.3,0.0,1.4,112.0,430.0,"Waffle Crisp, Post",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57410000,11.5,2.8,77.4,2.0,11.4,100.0,5.16,387.0,0.0,0.0,0.48,545.0,373.0,Weetabix Whole Wheat Cereal,4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",4,Other
57411000,10.64,2.13,82.98,10.64,10.6,213.0,30.64,638.0,2.1,0.0,0.328,362.0,340.0,Wheat Chex,4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",4,Other
57412000,29.1,10.7,49.6,7.8,15.1,45.0,9.09,4.0,0.0,0.0,1.83,947.0,382.0,"Wheat germ, plain",9999,Not included in a food category,4,Other
57413000,26.55,7.78,58.11,24.85,10.2,50.0,8.05,11.0,0.0,0.0,1.36,964.0,372.0,"Wheat germ, with sugar and honey",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57416000,16.26,2.15,76.39,1.37,9.4,24.0,4.41,5.0,0.0,0.0,0.413,364.0,366.0,"Wheat, puffed, plain",4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",4,Other
57416010,6.1,1.55,89.85,53.45,3.2,20.0,4.0,140.0,5.6,0.0,0.25,164.0,388.0,"Wheat, puffed, presweetened with sugar",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57417000,11.58,2.15,80.08,0.92,12.2,54.0,2.72,4.0,0.0,0.0,0.425,382.0,344.0,"Shredded Wheat, 100%",4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",4,Other
57418000,9.4,1.8,82.6,13.5,11.7,74.0,30.0,704.0,3.7,0.0,0.5,333.0,370.0,Wheaties,4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",4,Other
57419000,6.67,5.23,81.75,30.0,6.7,333.0,15.0,567.0,3.3,0.0,1.667,200.0,400.0,Yogurt Burst Cheerios,4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,Other
57601100,15.55,4.25,64.51,0.41,42.8,73.0,10.57,2.0,0.0,0.0,0.63,1182.0,216.0,"Wheat bran, unprocessed",9999,Not included in a food category,1,Other
57602100,13.15,6.52,67.7,0.99,10.1,52.0,4.25,6.0,0.0,0.0,1.11,362.0,379.0,"Oats, raw",9999,Not included in a food category,1,Other
57602500,17.3,7.03,66.22,1.45,15.4,58.0,5.41,4.0,0.0,0.0,1.328,566.0,246.0,"Oat bran, uncooked",9999,Not included in a food category,1,Other
57603100,13.35,20.85,49.69,0.9,21.0,57.0,18.54,5.0,0.0,0.0,4.171,1485.0,316.0,Rice polishings,9999,Not included in a food category,1,Other
57603200,13.35,20.85,49.69,0.9,21.0,57.0,18.54,5.0,0.0,0.0,4.171,1485.0,316.0,"Rice bran, uncooked",9999,Not included in a food category,1,Other
57604100,12.61,1.54,71.18,0.41,12.2,29.0,3.03,2.0,0.0,0.0,0.269,345.0,327.0,"Whole wheat, cracked",9999,Not included in a food category,1,Other
57801000,11.1,3.4,75.3,3.1,8.2,795.0,47.5,12.0,0.0,0.0,0.418,395.0,365.0,"Barley cereal, baby food, dry, instant",9002,Baby food: cereals,4,Other
57803000,12.2,4.4,73.4,0.87,7.5,733.0,47.5,3.0,0.0,0.0,0.769,437.0,379.0,"Mixed cereal, baby food, dry, instant",9002,Baby food: cereals,4,Other
57804000,13.07,8.0,69.65,3.84,9.0,707.0,51.25,4.0,0.0,0.0,1.37,420.0,399.0,"Oatmeal cereal, baby food, dry, instant",9002,Baby food: cereals,4,Other
57805000,7.1,4.9,77.7,0.12,0.5,850.0,47.5,6.0,0.0,0.0,0.919,385.0,391.0,"Rice cereal, baby food, dry, instant",9002,Baby food: cereals,4,Other
57805080,6.7,2.4,86.89,3.22,3.0,850.0,37.0,16.0,0.0,0.0,0.503,410.0,396.0,"Rice cereal with apples, baby food, dry, instant",9002,Baby food: cereals,4,Other
57805100,8.7,4.2,79.9,16.7,1.0,691.0,47.5,0.0,0.0,0.0,0.978,769.0,404.0,"Rice cereal with bananas, baby food, dry, instant",9002,Baby food: cereals,4,Other
57805500,8.7,3.0,85.65,0.92,6.5,55.0,47.6,9.0,0.0,0.0,0.6,386.0,404.0,"Brown rice cereal, baby food, dry, instant",9002,Baby food: cereals,4,Other
57806000,10.7,4.6,77.1,6.68,7.8,696.0,47.5,0.0,0.0,0.0,0.846,668.0,391.0,"Mixed cereal with bananas, baby food, dry, instant",9002,Baby food: cereals,4,Other
57806100,12.0,6.0,73.4,13.75,5.2,651.0,47.5,6.0,0.0,0.0,1.267,731.0,393.0,"Oatmeal cereal with bananas, baby food, dry, instant",9002,Baby food: cereals,4,Other
57806200,10.5,7.05,74.1,11.09,7.8,286.0,14.3,0.0,0.0,0.0,1.572,346.0,402.0,"Oatmeal cereal with fruit, baby food, dry, instant, toddler",9002,Baby food: cereals,4,Other
57807010,12.6,4.8,77.1,22.2,12.2,600.0,45.0,25.0,0.0,0.0,0.639,516.0,402.0,"Whole wheat cereal with apples, baby food, dry, instant",9002,Baby food: cereals,4,Other
57820000,1.24,0.54,16.92,7.56,1.0,8.0,6.42,3.0,0.0,0.0,0.105,39.0,79.0,"Cereal, baby food, jarred, NFS",9002,Baby food: cereals,4,Other
57820100,1.2,0.4,17.1,2.24,1.0,17.0,6.73,4.0,0.0,0.0,0.114,28.0,80.0,"Rice cereal, baby food, jarred, NFS",9002,Baby food: cereals,4,Other
57822000,1.2,0.45,18.2,7.79,1.2,5.0,6.12,3.0,0.0,0.0,0.081,36.0,82.0,"Mixed cereal with applesauce and bananas, baby food, jarred",9002,Baby food: cereals,4,Other
57823000,1.3,0.7,15.55,9.98,0.8,8.0,6.58,3.0,0.0,0.0,0.126,48.0,74.0,"Oatmeal with applesauce and bananas, baby food, jarred",9002,Baby food: cereals,4,Other
57824000,1.2,0.4,17.1,2.24,1.0,17.0,6.73,4.0,0.0,0.0,0.114,28.0,80.0,"Rice cereal with applesauce and bananas, baby food, jarred",9002,Baby food: cereals,4,Other
57824500,0.9,0.2,18.3,10.5,0.6,16.0,2.6,10.0,0.0,0.0,0.06,50.0,82.0,"Rice cereal with mixed fruit, baby food, jarred",9002,Baby food: cereals,4,Other
57830100,6.4,9.9,76.68,28.0,2.3,400.0,22.5,324.0,0.0,0.0,1.646,114.0,421.0,"Gerber Graduates Finger Snacks Cereal, baby food",9012,Baby food: snacks and sweets,4,Other
58100110,11.52,7.47,19.52,2.19,3.0,90.0,1.91,570.0,0.1,26.0,2.905,269.0,191.0,Burrito with beef and beans,3502,Burritos and tacos,4,Other
58100320,7.35,6.05,31.23,1.73,4.2,124.0,2.37,563.0,0.1,5.0,2.309,261.0,205.0,"Burrito with beans and cheese, meatless",3502,Burritos and tacos,4,Other
58101300,8.86,12.7,19.85,0.9,3.9,89.0,1.19,397.0,0.1,28.0,4.384,209.0,226.0,"Taco or tostada with beef, cheese and lettuce",3502,Burritos and tacos,4,Other
